Word,Probability,Data
f e n,9.27076184198e-07,69
m e b,2.05942086137e-07,13
j i f,1.51558105035e-08,50
w i z,1.95312498429e-09,96
p e v,2.28327777509e-08,82
N i f,4.25167500166e-07,97
g i n,1.82395590456e-06,88
n i n,7.50946477469e-07,74
s e r,1.67223680826e-07,66
l i h,1.07548657757e-08,53
z i d,1.67754206139e-07,61
k i g,2.39013892409e-07,26
r i m,7.29217226569e-09,35
v i l,5.31597828932e-08,76
v e w,1.95312498432e-09,75
w e m,2.49937652257e-08,17
n i j,1.95312498438e-09,36
p i z,4.62498305781e-08,25
l e m,2.69376627243e-08,23
t e k,2.79501832752e-07,19
N i s,2.13313288218e-07,11
b e z,5.04652100143e-08,37
N e j,1.95312498435e-09,43
b e h,5.76402295308e-08,8
t i m,4.96019244672e-07,36
n i v,7.21475552752e-08,80
N e b,3.08503525943e-07,33
b i z,3.72643225592e-08,83
s i h,3.75991434879e-08,63
g e N,5.80746971572e-07,18
s i t,2.02135901481e-07,31
f e k,1.00465489657e-07,15
n i w,1.9531249843e-09,88
v e v,1.95312499105e-09,28
z e n,4.69610558367e-07,23
t e N,1.10773449602e-06,94
p e w,1.95324835955e-09,16
l i v,1.95312498564e-09,13
s e g,2.84005637059e-07,63
h e f,6.86337369769e-09,34
r e N,1.16243176825e-07,25
k e t,7.39008875705e-08,15
m i s,1.86471007701e-07,49
j i g,1.25724502748e-08,34
r i p,1.13582461683e-08,12
w e b,6.86797817118e-09,20
h e w,1.95312498431e-09,81
n e k,5.87073209677e-07,43
s i g,2.58682680093e-07,33
h i k,3.13437010422e-06,48
N e s,3.93314977311e-07,85
f e j,1.9531249843e-09,88
m e l,1.95312927032e-09,21
p e d,6.22456730422e-08,12
l e j,1.95312498431e-09,77
w e m,2.87226131462e-08,71
N i t,6.46891276723e-07,65
k e g,3.96644645941e-07,89
z e z,1.83012834825e-08,71
N i j,1.95312987793e-09,20
g e v,1.18644149505e-07,5
w e w,1.95312498432e-09,67
d e m,4.3499456762e-07,55
b i w,1.95312498434e-09,49
g e d,3.3090504967e-07,54
v i r,1.88053100789e-08,28
d i t,1.87009083687e-07,45
j e d,3.14363955634e-08,53
v e s,2.00065510927e-08,72
r e b,1.32370910588e-08,45
n i n,6.77163809689e-07,63
p i v,1.82557893465e-08,20
v i h,2.97670608969e-08,99
m i k,5.2362926302e-07,59
l i m,2.34275028103e-08,36
t e w,5.61961540097e-09,4
m i v,6.04303971591e-08,23
N i w,1.97423363346e-09,8
j e h,1.95312498435e-09,32
s e N,3.83356220972e-07,23
b e l,2.27991364577e-08,31
l e g,1.35527915106e-08,50
s i b,1.24107826223e-07,35
n e r,1.42783273982e-07,44
s i p,1.03483883676e-07,16
v e d,1.15243149152e-07,36
s i v,1.95644991028e-09,54
v e r,1.8086841442e-08,23
l i t,1.50501119881e-08,72
z e b,1.23724217911e-07,34
f i h,1.95583945568e-08,18
k e p,4.10785837064e-07,99
t e d,1.98311322049e-07,40
s e k,1.98423886691e-07,42
h e z,3.40857647357e-08,49
d e t,9.40096680133e-08,49
m i w,1.95312498432e-09,68
w i l,1.95312498429e-09,93
r i l,1.09342661927e-06,19
w e n,2.50432752817e-08,1
m e m,7.1450752304e-07,81
n e g,7.60437291822e-07,56
b e j,1.95312498434e-09,55
m e h,2.14945518887e-07,26
p e h,3.53541045808e-08,39
b e l,3.12352761249e-08,88
l e f,1.95562405939e-08,64
g i p,2.68056146959e-07,61
d e l,4.09778883986e-08,89
N i n,1.22078625249e-06,15
z i l,7.71930218693e-09,31
g e r,1.12589609043e-08,10
j e s,6.35402658954e-09,49
t i g,2.91882850679e-07,71
z i l,8.13560075856e-09,39
v i v,1.95437205474e-09,39
n i N,1.37135115667e-06,44
z i z,3.92109315378e-08,86
h i d,9.98335702581e-07,39
v i d,2.99183741373e-07,86
f e N,5.52616409069e-07,3
v i b,2.32167752018e-07,99
f i m,4.01369678704e-07,74
N e r,1.95312498431e-09,83
t e s,1.16281780235e-07,57
b e b,1.16167635715e-07,11
t i s,6.52040389912e-08,49
w i s,1.95575200095e-09,13
b i d,1.33176491233e-07,58
g i g,4.36940007004e-07,77
f e m,3.74476703044e-07,64
N e z,2.23932535248e-07,63
n e N,1.26359179372e-06,23
k i d,1.10108344444e-07,47
p e m,4.29410283479e-07,45
z e f,1.95882847965e-09,61
k e h,5.51850353764e-08,55
f i l,8.38036118601e-08,1
r i z,1.95312498436e-09,23
d e p,1.73581358849e-07,60
t i r,1.7367060348e-07,26
g e k,7.77125514957e-07,13
k e v,1.86047386694e-08,22
k i j,1.95312498432e-09,68
t i d,3.87929678565e-07,89
f e d,2.10983820502e-07,55
w i j,1.95312498435e-09,39
m e d,2.57010978219e-07,15
m i j,1.95312498432e-09,70
r e m,1.63760142624e-08,16
d e r,2.15174512097e-07,53
h e k,3.33642528631e-06,56
j e b,2.3293855745e-08,87
g i t,3.33532232763e-07,54
d e h,3.72288572454e-08,68
s e h,3.27605045495e-08,68
j i p,7.44155155892e-09,40
j e w,1.95312498434e-09,46
v e t,1.99174543862e-07,66
r i l,1.09338316773e-06,46
h i v,6.5252266431e-09,11
v i j,1.95312498434e-09,50
n i r,1.6039199111e-07,23
v e m,3.00343124993e-07,77
p e r,3.32372569122e-08,99
r i f,3.71578436603e-08,83
b e p,1.19207468729e-07,55
l e h,6.35368004052e-09,86
b e f,1.58119614944e-08,6
t i w,1.95312498455e-09,34
w i w,1.95312498437e-09,16
d i j,1.95312498431e-09,78
h i n,1.70629244822e-06,99
N e v,1.62897733002e-07,10
m i k,4.30097075041e-07,35
l i l,1.95312498434e-09,48
g e n,1.42723832869e-06,58
w i v,1.9531249843e-09,87
l i p,1.66165315452e-08,19
k e l,3.3136039374e-08,40
l i b,7.50246642581e-09,42
k e r,1.67426096627e-08,13
h e r,1.16492410445e-08,11
r i v,1.95574804262e-09,2
w i b,1.28161847489e-08,52
r e s,6.35364528031e-09,89
j i k,1.20578639473e-08,25
w e v,1.95312498435e-09,43
N e k,6.44861237276e-07,34
k i v,6.39385749184e-08,81
h i m,1.82458324094e-06,42
t e z,3.53891643139e-08,46
z i m,3.41407276376e-07,99
j e m,1.95312498435e-09,35
p i k,2.45585404957e-07,22
t e j,1.9531249843e-09,87
d e f,3.09948418062e-08,1
N i r,1.95312498432e-09,71
m e g,8.70846547016e-07,75
k e m,1.28140246518e-06,99
r i f,3.71605867584e-08,45
j i N,1.1617416754e-07,24
g i h,1.70282948627e-07,35
w i r,1.95312498434e-09,49
z i m,1.51305545095e-07,38
z i f,1.95312498434e-09,46
g e z,1.19894546604e-07,36
p i s,5.36023981507e-08,37
j i t,1.95312498434e-09,49
z i t,2.28724064685e-07,65
h i r,7.66927543643e-09,30
v i n,5.49923312177e-07,61
n i v,4.94937357924e-08,26
v i m,6.08386131414e-07,98
p i N,1.20864934723e-06,99
n i d,4.16922619895e-07,93
p e v,2.37312456202e-08,86
l i g,1.78821129201e-08,34
p i g,2.07248000481e-07,31
b e t,1.18734065828e-07,34
N i N,2.0966229106e-06,77
t i k,3.9899944804e-07,55
d e k,6.57581730069e-07,30
d i k,4.93094372904e-07,17
N e r,1.95312897767e-09,21
f e m,2.24530338903e-07,26
z e z,1.25257606945e-08,21
v e h,1.51573751965e-08,53
l i t,1.23405884064e-08,30
h e d,1.03038272265e-06,31
k e v,1.79175617934e-08,18
s e w,1.95313763614e-09,19
h e v,2.61814670036e-08,30
r i r,1.82386221207e-07,61
w e d,1.11013767324e-08,7
n e m,3.50706400987e-07,30
N e g,7.56585651853e-07,55
k i r,7.18378778736e-08,94
w i r,1.95312498431e-09,79
d i N,1.24923341428e-06,92
p e b,1.4426091481e-07,53
p i g,1.61478236098e-07,3
j i t,1.95312498435e-09,40
N i v,1.53501453433e-07,74
l e z,1.95312498436e-09,25
s e b,2.37442301132e-07,89
N i d,2.59668989936e-07,13
g i l,2.14648914156e-08,28
s e p,2.43477425688e-07,90
z i b,1.31911860719e-07,33
g e f,1.50207402237e-07,49
d i r,1.99630027901e-07,34
v e g,2.98199769814e-07,98
z e p,4.62041146911e-07,97
v i b,1.56930963156e-07,72
n i z,7.88348452627e-08,13
z e m,4.61051967447e-07,94
p i k,4.36435962996e-07,83
n i h,2.3572660777e-07,80
f i k,3.41565695317e-07,80
p i t,1.32097582648e-07,37
m i b,3.97620589631e-07,53
h e N,4.09915332749e-06,99
f i k,1.50763572935e-07,6
b i s,9.92162895303e-08,59
s e z,1.54453466476e-08,49
j e j,1.95312498436e-09,25
N i g,7.96847932067e-07,60
g i m,8.85938734895e-07,79
s i d,1.17361257685e-07,22
n e t,2.5551590355e-07,37
s i r,2.62593646837e-07,23
v e f,5.4906931717e-08,21
v e t,1.44854598241e-07,40
r e h,1.95312498428e-09,99
f i j,3.42228722846e-09,7
n i p,2.4787817367e-07,8
k e d,7.81575503318e-08,22
N e h,3.63268029409e-07,84
g e s,2.46172672664e-07,72
r i n,1.84184047081e-08,40
t i n,1.23263144497e-06,67
v i g,1.46206696805e-07,28
m i n,9.53484842547e-07,89
s i s,4.76779541005e-08,96
m e n,7.52625805134e-07,1
p e f,4.99077167159e-08,32
r e k,7.50246642581e-09,42
t e s,1.56195638953e-07,96
s i m,7.24391343081e-07,95
N i z,2.05844889628e-07,93
l e v,1.95312498436e-09,20
d e b,1.11264690167e-07,70
s e f,1.95619482162e-09,86
j i v,1.95312498434e-09,46
f i k,3.25296471117e-07,76
z i n,4.9586532004e-07,52
d i s,1.07658744245e-07,55
d i v,1.67127147839e-08,49
b e b,3.58099617988e-07,84
h i z,3.21550498804e-08,32
z e s,2.27499839451e-08,68
f i m,3.85726482224e-07,71
n i l,1.95312498432e-09,71
j e l,1.95312498429e-09,92
n i N,2.07083974779e-06,97
m i f,2.10957144091e-07,46
l e k,2.1183279836e-08,16
w e s,1.07549880856e-08,45
g i s,1.54820155297e-07,27
j e n,1.95312498436e-09,20
s i j,1.95312498435e-09,41
n e b,4.0067881579e-07,69
m i h,1.73769949118e-07,32
v i N,3.55022938202e-07,3
v e b,9.48643317397e-08,24
z e r,1.25188480591e-07,11
p e k,2.72369940919e-07,28
l e N,1.33986979232e-07,1
m e w,1.95315299123e-09,18
k e j,1.95312498434e-09,50
f i n,3.91131402906e-07,10
t e f,5.30907938042e-08,92
n e z,5.50912942414e-08,38
N i m,6.32678677423e-07,68
t i N,5.14652995361e-07,12
d e v,8.4555859678e-09,37
N e k,7.73372107689e-07,57
z i k,7.2220650866e-08,16
g e m,4.20851397857e-07,2
k i s,5.41087156006e-08,82
k i l,1.61678979935e-08,55
t i b,2.4947827959e-07,78
m e N,2.00416061852e-06,92
d i b,2.562257247e-07,84
k i z,1.15230087416e-08,8
v e z,3.24413404992e-08,96
m e j,1.95314659917e-09,18
j i l,1.95312498433e-09,64
p e j,1.95312498434e-09,47
z i N,4.8904445091e-07,33
g i v,1.28563634002e-07,41
d e n,8.59391779695e-07,77
w i s,1.95312498434e-09,48
j i r,1.95312498435e-09,33
g i d,1.77702237036e-07,10
z e k,1.90483490751e-07,87
z i j,1.95312498431e-09,79
k i m,3.40880103565e-07,20
h i f,3.37237518694e-08,63
p i h,6.32661501824e-08,53
n i b,6.12532211921e-07,99
r e f,1.95572159851e-08,32
k e s,8.4703234561e-08,77
m i j,1.95312498436e-09,27
b e r,2.00219874733e-08,36
j i j,1.9531249843e-09,89
r i g,1.85095250096e-08,41
j e b,1.62963585515e-08,15
m i N,1.74953848599e-06,65
t i g,1.61801556291e-07,22
d i g,1.63554181831e-07,56
v e n,4.25251747927e-07,11
p i j,1.95312498431e-09,80
m i z,5.04462388167e-08,95
m e s,3.01934132951e-07,1
k e n,9.44004636673e-07,63
f i b,1.02532549464e-07,29
t e b,2.27152651271e-07,75
s e m,2.07450054527e-07,9
h e p,7.09751439506e-07,48
d e r,2.1394111531e-07,48
j i m,6.76066369717e-09,16
z i w,3.01080465375e-09,5
w e h,1.07550871837e-08,38
N e m,4.38811143829e-07,41
k i h,2.15519633981e-08,56
p i g,3.79508884002e-07,80
d i f,9.33140644027e-08,99
n i g,5.43019242677e-07,33
b e n,5.3884301561e-07,42
t e h,8.00950014787e-08,84
j i k,1.46936884823e-08,67
h i N,2.48781843824e-06,29
r e s,6.35417109143e-09,28
w i f,1.95549692875e-08,94
h e m,1.96970717347e-06,44
z i k,1.08310611977e-07,48
g i j,1.95312498433e-09,62
j e g,2.12760571876e-08,69
p i f,6.84594528151e-08,88
r i N,1.23186160336e-07,38
z i v,1.95975386144e-09,90
d i N,5.64596797625e-07,27
p e s,6.09678914993e-08,57
z e k,1.1251617221e-07,46
l i s,1.9531249843e-09,88
f i g,2.98774181021e-07,55
k e w,1.95312498431e-09,80
m i n,5.01647147259e-07,20
b e v,9.17827576462e-09,47
w i g,2.01584140189e-08,9
s i r,2.66103178203e-07,81
j e f,2.39576020989e-08,50
k i N,5.29517150273e-07,16
h i h,4.51487196214e-08,75
N e t,4.40335471384e-07,58
v e j,1.95312498434e-09,54
p i f,7.14903530943e-08,95
p e s,7.70324239784e-08,2
l i r,1.15008065309e-07,3
r e t,1.39433054849e-08,56
k e b,1.60784318027e-07,52
h e g,2.07125501985e-06,64
l i d,1.95312498434e-09,50
t e n,1.14108940953e-06,70
h e t,5.07009268111e-07,35
r i t,6.81402498528e-09,18
w e f,1.50764286603e-08,2
j e N,1.2494050019e-07,90
z i s,1.60301420415e-08,10
w e t,1.95312498434e-09,51
k i t,1.25854624354e-07,45
N e w,1.95312498428e-09,99
p e N,5.78079643331e-07,23
l e n,8.32340673329e-09,67
d e p,1.41151134334e-07,47
t e t,4.40483717072e-07,95
N i p,4.60699536884e-07,63
r e w,1.95313790711e-09,17
d e d,1.75306088588e-07,72
l i N,1.16807289561e-07,13
g i n,1.35763585959e-06,51
z i d,1.24190688654e-07,38
n e w,1.95312498429e-09,97
d i p,7.68727925652e-08,23
z i r,1.74004811336e-07,85
n i t,2.28941865111e-07,26
w i j,1.95312498432e-09,75
r i h,1.9531249843e-09,85
n i j,1.9531249843e-09,89
p i z,5.00689999678e-08,34
t i h,1.43292534505e-07,74
l e m,3.22612498826e-08,58
t e k,2.65560382968e-07,14
m i r,2.79908112779e-08,1
s e t,1.34524502693e-07,40
b e z,6.03577863217e-08,58
s i k,1.47802775493e-07,40
j e z,1.95312498435e-09,37
N e b,2.54724676883e-07,14
m i n,1.02362487615e-06,96
n e v,6.7814234989e-08,22
s i t,2.10458490417e-07,34
l i j,1.95312498434e-09,46
d i n,8.69056392677e-07,85
p i p,2.2572651458e-07,99
v e v,1.95312498448e-09,33
p i b,2.55400602609e-07,74
t e N,7.31959004784e-07,59
p e w,1.95312498433e-09,63
l i v,1.95312498436e-09,22
k e f,4.31072742268e-08,9
s e g,1.72912755647e-07,20
h e f,6.93739136277e-09,7
r e N,1.09909326227e-07,6
j i g,1.09969236679e-08,5
r i p,1.25140042955e-08,33
w e b,6.73420284006e-09,15
v i s,1.50986045751e-08,46
t i l,1.84373782043e-08,72
n e k,4.41796168915e-07,6
k i p,6.23557842393e-08,22
h i k,2.76264965849e-06,15
l e n,7.81732732209e-09,52
p i w,1.95312507568e-09,26
p e d,8.58138962671e-08,41
l e j,1.9531249843e-09,86
r i h,1.95312498435e-09,35
N e j,1.95312498431e-09,78
N i t,5.28569478798e-07,42
l e t,6.475022042e-09,5
k e g,3.12889188112e-07,70
N i j,1.97286704497e-09,9
b e m,5.37335857729e-07,43
t i h,1.27357270163e-07,52
f e f,9.93255743802e-08,79
g e d,4.32248695934e-07,77
d i t,1.17185434178e-07,10
g i d,4.38500350586e-07,89
j i v,1.95312498429e-09,96
z e r,1.25174735666e-07,65
v i m,4.34555737182e-07,75
b i g,4.63561144847e-07,78
m e t,4.2714377614e-07,80
n i n,7.09576425092e-07,68
p i v,2.40812498525e-08,49
m i d,2.90470600366e-07,33
l i m,2.1078003443e-08,15
t e w,1.95312504026e-09,27
N i w,1.95312498428e-09,99
l e d,2.30596412679e-08,85
d e g,9.72759382933e-08,18
k i d,1.66622592509e-07,74
n e d,4.0177151869e-07,74
s i b,9.28836748022e-08,14
f e v,1.95538408187e-09,70
l e b,8.01474996399e-09,58
n e r,1.42814969431e-07,9
s i p,1.50712482281e-07,47
v e d,1.21565322804e-07,1
N i p,4.29220781683e-07,56
m e k,6.23322653686e-07,84
v e r,2.13264864458e-08,44
r e n,8.61092785206e-09,75
f i h,1.95582568618e-08,63
l i z,1.95312498436e-09,29
k e z,4.86509546297e-08,30
s e k,1.40453472573e-07,15
h e z,2.88192088928e-08,26
w i z,1.95312498431e-09,78
z i m,1.07899619961e-07,11
v i w,1.95314600693e-09,19
n e g,5.64190729271e-07,19
l i N,1.14447018487e-07,6
p i s,4.86267009103e-08,23
r e p,1.45538479363e-08,65
j i v,1.95312498435e-09,42
f i p,3.19817846428e-07,87
l e f,1.95550188988e-08,93
l e p,1.70268107853e-08,24
g i p,1.87035164219e-07,32
j e m,1.95312498432e-09,67
s e d,2.36866971649e-07,94
N i n,1.25607368065e-06,20
g i f,1.27974913383e-07,29
j e s,6.35421867798e-09,20
f e b,2.25728452666e-07,66
n i N,1.07277250544e-06,9
h i d,1.28375900911e-06,76
r i w,1.95312498429e-09,94
p e n,8.32683609925e-07,81
f e N,7.21598600877e-07,56
z e g,1.66477934342e-07,13
f i m,4.40573240425e-07,81
f i s,2.58611439791e-08,6
t e s,9.95634379928e-08,36
b e b,1.25140961955e-07,16
t i s,5.58944503211e-08,20
w i s,1.95312498442e-09,34
N e l,1.95312525871e-09,25
f e w,1.95312498435e-09,42
h i b,1.29910131016e-06,81
N e z,1.94022180403e-07,20
n e N,1.62992046261e-06,60
d i w,1.95312498431e-09,76
w e v,1.95312498431e-09,83
z e p,1.78487241985e-07,27
p e m,2.57047130876e-07,8
r e r,1.42767940329e-07,94
k e h,5.15248926914e-08,42
f i l,8.2993464932e-09,42
p i k,3.64366190597e-07,65
r e k,8.57429031399e-09,74
r i z,1.95312498437e-09,12
d e p,2.7684407782e-07,89
t i r,1.80011829594e-07,55
h i w,1.95312498434e-09,55
k i j,1.95312498434e-09,47
h e s,3.73083821335e-08,43
m e d,3.18585319606e-07,34
f i t,2.62621320781e-07,66
r e m,1.62969894248e-08,15
j i t,1.95312498431e-09,82
b e z,6.63817925623e-08,69
b e g,3.97760374898e-07,84
g i t,3.07050985553e-07,45
d e h,4.58233277753e-08,97
v i m,3.76071527603e-07,65
j i p,8.68481172995e-09,77
j e w,1.95312498437e-09,9
f e n,7.8040529693e-07,53
n i r,1.60382495414e-07,60
r i k,7.50246642581e-09,42
p e r,2.75564539388e-08,76
w e k,2.3151456826e-08,46
N e n,1.79513803225e-06,95
t e m,2.77069824206e-07,12
f i w,1.95312501621e-09,27
b e p,6.8078481775e-08,16
w e g,3.69386563882e-08,64
b e f,1.88182792393e-08,35
t i w,1.95312519395e-09,25
w i w,1.95312498433e-09,61
s i l,3.95984620651e-08,23
f e s,1.43205706735e-08,39
z e m,3.29363511654e-07,70
s i z,2.36558209278e-08,24
h e g,2.35204640462e-06,83
s i f,6.78631138737e-09,62
v e l,1.86591015859e-08,27
f i w,1.9559572771e-09,13
r e v,1.95312498431e-09,81
w i N,1.66168554841e-07,45
l i b,7.9152220632e-09,55
n i p,3.8842783326e-07,58
t e l,2.91665891196e-08,83
h e s,4.96594324588e-08,85
s e s,1.26807120151e-08,37
h e r,1.39990333103e-08,36
z i g,1.70685785316e-07,28
w i b,1.409994381e-08,79
j i k,1.26903138973e-08,36
t i v,2.84173109143e-08,66
h i s,1.81962722968e-08,40
k i v,4.76225778449e-08,52
h i m,1.57124856841e-06,13
h i w,1.95312498432e-09,68
n e p,4.20027935416e-07,70
h i N,3.03996166845e-06,66
p i k,3.50485455604e-07,61
k i g,4.65269205673e-07,81
t e j,1.95312498432e-09,72
m i s,2.02046247056e-07,65
N i r,1.95312498435e-09,44
k e m,8.41758579368e-07,68
d e z,3.89111398465e-08,65
g e l,2.6041555293e-08,69
b e k,6.86171429322e-07,33
g i h,1.54615702027e-07,6
t i w,1.95312498434e-09,47
g e z,1.38697566726e-07,79
n e n,1.11344632828e-06,87
f e j,1.95312498435e-09,40
h i r,1.23811689602e-08,99
z e r,1.2516643569e-07,93
n i v,6.04585880182e-08,55
p i N,4.54455640879e-07,12
n i d,3.27576821756e-07,70
s i j,1.95312498434e-09,48
l i g,1.58289148768e-08,9
m i p,2.05437572391e-07,24
b e t,8.39112449128e-08,7
r e j,1.95312498434e-09,51
t i k,2.65535789806e-07,10
j e d,2.85014382105e-08,34
s i h,3.7253979142e-08,8
m e w,1.95312498433e-09,64
h i j,1.95312498432e-09,75
s i v,1.95592309942e-09,45
n e v,7.75484498991e-08,43
v e h,1.51573317768e-08,46
s i t,2.31321634659e-07,41
r e z,1.95312498435e-09,36
h e d,8.98422214434e-07,4
b i h,8.33911701631e-08,71
g e w,1.95312498435e-09,42
s e w,1.95312498435e-09,40
h e v,2.78688064891e-08,51
b i v,7.50574674071e-09,22
t i j,1.95312498431e-09,81
w e r,1.95312498432e-09,67
k i r,5.25794344053e-08,57
N e n,1.49736194615e-06,69
z e b,2.4716582046e-07,82
b e h,7.71484141786e-08,52
h e f,7.39536749097e-09,66
r e g,1.20022488516e-08,24
t e v,2.39741528841e-08,87
m i w,1.95312498434e-09,52
N i v,1.31367200888e-07,39
l e z,2.07593610282e-09,2
j i s,1.95312498435e-09,36
p i d,3.51701515351e-07,90
b i k,4.80296537984e-07,6
g i l,2.4013793052e-08,59
g e f,1.74107162537e-07,84
d i r,1.98790567146e-07,31
v e g,2.13133197178e-07,69
n i z,9.07118155834e-08,34
j e v,1.95312498433e-09,62
z e m,1.49283533894e-07,11
n i h,2.31922409323e-07,77
r e l,1.16371232483e-06,82
p i t,1.76543212762e-07,58
m i b,3.44925633552e-07,40
h e N,3.41572448876e-06,68
b i N,4.77269812965e-07,11
w i k,2.14127468568e-08,21
m i t,2.28048131921e-07,21
s e z,1.24322833661e-08,20
j i b,8.50161848619e-09,72
h i w,1.95312498429e-09,94
v i v,1.95625422546e-09,87
w i N,1.74520926922e-07,63
b i j,1.95312498434e-09,45
v i d,1.66245789569e-07,38
n e t,2.38069111617e-07,30
s i r,2.64009552165e-07,50
f e v,1.955299123e-09,68
p i r,2.00954344078e-08,83
v e t,1.69710997682e-07,53
d i h,8.74299561333e-08,85
f i j,1.95312498435e-09,44
l e w,1.9531249843e-09,90
k e d,6.96768932988e-08,13
j i w,1.95312498436e-09,28
b i d,1.65938397318e-07,74
g e s,2.1146134877e-07,37
j e r,1.9531249843e-09,86
b i r,2.99736588496e-08,9
h i g,1.91181695604e-06,62
k e t,2.68051123476e-07,97
g i N,9.53280621854e-07,53
z e f,1.96087536457e-09,77
n i m,3.06271332988e-07,19
m e n,6.62990014089e-07,36
w i h,1.9531249843e-09,86
r i b,4.03863176971e-08,68
f i r,1.78727637684e-08,68
r e k,6.68171548904e-09,13
t e r,1.9864477652e-07,98
N i z,1.79803818476e-07,50
l e v,1.95312498434e-09,49
w i b,1.30418168488e-08,57
j e l,1.95312498431e-09,77
j i v,1.95312498431e-09,83
b i g,2.25299808691e-07,19
g e t,3.87073192752e-07,84
f e d,2.5583939003e-07,71
g e b,2.45392133297e-07,89
d i v,1.17430533072e-08,10
t i p,1.82910586543e-07,43
h i z,3.74399873352e-08,69
z e s,2.71759678052e-08,95
p e l,3.55011721074e-08,74
w e l,1.95312498435e-09,41
m e v,8.48504726491e-08,92
n i l,1.9531249843e-09,88
t i v,3.67547838627e-08,92
t e g,1.75582398446e-07,2
m i f,2.19404719644e-07,53
l e k,2.68779573793e-08,63
d e w,1.95312498565e-09,29
t i l,1.80120785235e-08,69
N e k,7.13973695223e-07,47
w e k,2.14160005585e-08,25
N e n,1.09794818614e-06,18
n e b,5.48355008272e-07,98
l e l,1.95312498433e-09,60
f e g,2.21642264626e-07,22
d i l,1.94740481933e-08,79
n e p,2.51070241721e-07,21
v i N,4.2402704937e-07,24
f i v,1.95454784449e-09,12
d e h,3.4748681609e-08,58
p e k,2.15864630264e-07,3
m e w,1.95339402053e-09,15
k e j,1.95314291934e-09,21
f i n,4.92276052264e-07,39
h e j,1.9531340764e-09,19
l e s,1.9531249843e-09,87
j i s,1.95312498437e-09,17
g e n,1.5994029896e-06,73
w i h,1.95312498433e-09,65
j e v,1.95312498432e-09,73
w e l,1.95312498431e-09,80
k i l,1.29938160032e-08,26
j i m,8.61092785206e-09,75
h i g,1.41558247297e-06,3
r i b,4.48707447724e-08,88
k i z,1.25300328608e-08,19
v e z,2.77882572301e-08,77
d e z,2.52962767531e-08,5
p i m,3.68281139994e-07,31
p e j,1.95312498432e-09,72
m i m,6.85026991504e-07,79
b e s,8.92961385443e-08,86
k e k,4.65877069969e-07,74
z i N,3.75590433099e-07,6
g i v,1.22008480719e-07,20
m e l,6.41065103349e-09,3
N e k,9.50451474516e-07,82
b e t,2.10551135059e-07,75
g i d,2.2716041858e-07,33
d e n,6.89236743826e-07,59
p i m,4.61134930978e-07,48
k i m,4.95269148605e-07,49
h i f,3.61566954766e-08,88
z e w,1.95312498436e-09,36
n i b,4.50448711694e-07,72
p e p,3.47381280857e-07,93
l e l,1.95312498432e-09,70
k e s,5.98613900822e-08,34
m i j,1.95312498433e-09,62
b e r,1.62692484452e-08,9
z i f,1.95312498429e-09,94
d e s,8.96175995579e-08,6
r i g,1.60608067499e-08,12
g e h,1.57237542125e-07,33
s i n,3.69986419256e-07,18
n e l,1.95312498431e-09,83
t i g,2.12753321286e-07,45
h i l,4.49987614269e-08,77
f i N,6.20742248736e-07,52
r e b,1.61802788248e-08,87
m e s,1.96568190217e-07,26
k e n,6.17943985676e-07,26
f i b,1.32914824144e-07,50
h e n,8.37470476747e-07,6
b i n,9.3483823116e-07,73
w i d,8.94991626621e-09,84
s e m,2.77739489301e-07,34
h e p,1.0091103944e-06,85
w i l,1.95312498431e-09,82
z i N,5.52435341085e-07,45
b e N,5.46865530592e-07,15
w e h,1.07540691311e-08,93
k i h,1.7441417005e-08,23
g e h,1.67343105748e-07,48
n i g,6.87362717304e-07,60
l i f,3.71586777766e-08,73
t e h,7.44397108461e-08,49
f i p,1.75244783063e-07,38
t e z,2.73902874366e-08,4
N i b,2.93183115305e-07,24
g i j,1.10395865086e-08,1
j e g,2.43803693279e-08,96
d i j,1.95312498433e-09,58
r i N,1.11865661939e-07,11
f e l,3.12908637792e-08,33
n i p,3.28827162644e-07,40
l i j,1.95312498434e-09,50
z e k,1.16872589879e-07,49
n i f,2.14266420631e-07,75
p e t,6.63532981e-08,80
l i s,1.95312498433e-09,63
r i s,6.35352046162e-09,99
f i g,1.95770367171e-07,18
N e g,8.61390703838e-07,70
k e w,1.95312498433e-09,61
m i n,6.60885826397e-07,51
b e v,6.97316067849e-09,4
z i b,2.51617598309e-07,81
g i k,9.22558360338e-07,86
w e s,1.11997413479e-08,7
s i j,1.95312498484e-09,31
h i h,4.54196076759e-08,80
n i s,2.75003974746e-07,97
v e j,1.95312498431e-09,83
r e f,1.95551662587e-08,90
p e s,4.90470817839e-08,25
r e t,1.22834179385e-08,29
k e b,9.06416408217e-08,15
h e b,8.78179084408e-07,13
b i j,1.95312498432e-09,68
k e p,2.83034483278e-07,76
h e t,7.30515602116e-07,72
g e g,2.61188886872e-07,22
m i j,1.95312498431e-09,77
w e t,1.9531249843e-09,86
g i b,2.48314534823e-07,81
z e l,5.45158946112e-08,79
p e N,4.90978183182e-07,8
g i d,3.23576068819e-07,64
g e n,1.88531778274e-06,93
l i j,1.95312498432e-09,68
t e t,1.94306329721e-07,36
N i p,3.12749749184e-07,24
r e w,1.95312498435e-09,44
d e d,1.20820485872e-07,45
N i f,3.22488346372e-07,27
l i N,1.26710490858e-07,38
g i n,1.0591205695e-06,14
